no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
08122,20081016,02,08,11,14,19,26,15,9,28,15,24,32,14,15
08123,20081019,10,11,15,16,25,29,02,24,31,28,26,20,14,13
08124,20081021,01,07,10,13,21,22,03,26,33,30,13,16,9,9
08125,20081023,10,11,12,15,26,29,09,16,31,32,15,13,30,5
08126,20081026,04,11,12,14,20,30,13,26,18,1,3,15,12,16
08127,20081028,05,08,19,22,27,30,13,24,2,9,14,19,6,8
08128,20081030,01,05,19,20,27,33,05,25,28,9,27,11,10,2
08129,20081102,01,03,18,24,25,32,15,14,20,9,11,27,31,6
08130,20081104,01,12,18,28,30,32,06,12,1,27,31,19,23,3
08131,20081106,02,12,15,18,22,32,08,13,11,6,29,2,7,14
08132,20081109,09,13,16,25,27,33,08,33,22,18,4,25,26,3
08133,20081111,08,11,16,19,24,26,11,22,30,19,29,14,9,6
08134,20081113,10,15,19,20,28,32,02,20,23,10,6,31,21,8
08135,20081116,05,14,15,16,19,21,15,4,24,33,6,28,1,16
08136,20081118,05,09,10,12,18,28,02,29,27,31,25,18,21,2
08137,20081120,01,04,24,28,29,33,09,13,14,10,33,4,3,8
08138,20081123,07,14,19,23,25,32,04,17,29,19,23,4,27,16
08139,20081125,08,09,19,23,25,26,07,11,32,31,22,15,10,6
08140,20081127,07,14,16,29,30,31,14,14,26,32,11,30,24,7
08141,20081130,03,13,20,25,29,33,15,10,21,26,12,8,15,1
08142,20081202,05,06,10,13,17,28,15,29,16,22,8,33,2,2
08143,20081204,12,17,18,19,26,27,06,18,1,3,22,25,4,10
08144,20081207,02,05,10,27,29,33,15,21,17,26,20,11,24,16
08145,20081209,07,13,18,22,26,29,02,26,5,2,28,32,11,6
08146,20081211,07,08,17,19,31,32,10,17,3,31,19,10,11,3
08147,20081214,07,08,14,22,26,33,02,21,31,13,15,26,29,14
08148,20081216,03,05,09,22,26,28,09,31,32,2,14,30,8,8
08149,20081218,10,14,22,28,29,33,02,1,25,2,26,8,24,11
08150,20081221,04,19,22,24,29,32,02,3,6,9,18,31,14,10
08151,20081223,06,08,10,14,17,19,06,32,9,14,4,8,16,11
08152,20081225,01,04,06,22,26,30,08,6,30,31,1,17,18,8
08153,20081228,01,04,18,21,24,30,16,16,29,20,33,19,31,3
08154,20081230,02,05,07,21,22,26,08,6,25,26,3,17,31,13
09001,20090101,04,21,23,24,30,31,04,18,23,31,10,12,6,2
09002,20090104,10,14,17,25,29,33,14,27,30,17,2,18,23,1
09003,20090106,02,03,06,15,25,30,02,28,1,30,33,4,19,8
09004,20090108,03,11,13,17,28,31,03,24,4,10,11,9,12,15
09005,20090111,01,03,08,15,17,21,13,2,23,9,19,22,30,1
09006,20090113,06,12,18,20,26,33,02,23,28,29,8,18,19,7
09007,20090115,01,05,12,23,25,26,15,11,24,32,27,15,2,4
09008,20090118,04,15,16,22,32,33,02,16,7,15,22,31,26,13
09009,20090120,08,15,21,30,31,33,02,14,19,29,18,12,20,15
09010,20090122,03,10,17,19,20,24,02,16,17,13,29,3,31,15
09011,20090201,02,04,13,14,18,23,15,29,11,3,19,14,6,4
09012,20090203,05,11,14,17,18,28,01,15,29,11,4,3,33,5
09013,20090205,04,08,09,21,26,27,09,30,2,23,26,19,11,8
09014,20090208,03,06,09,14,15,18,02,22,17,5,15,7,29,13
09015,20090210,02,04,06,15,17,32,05,8,20,28,31,14,27,4
09016,20090212,02,07,13,16,20,33,03,22,18,32,13,5,7,15
09017,20090215,06,14,15,19,25,26,08,9,2,4,15,12,23,16
09018,20090217,02,05,06,19,27,30,15,1,19,30,23,32,22,1
09019,20090219,06,17,19,20,26,27,04,16,4,10,6,27,12,6
09020,20090222,03,05,07,10,19,23,13,3,7,32,20,29,11,16
09021,20090224,01,04,05,17,24,27,09,8,31,1,32,5,29,7
09022,20090226,05,08,09,10,11,18,08,15,4,12,25,14,9,5
09023,20090301,01,06,07,15,24,30,08,33,27,11,15,21,28,13
09024,20090303,01,03,17,23,30,33,12,5,20,10,9,13,15,7
09025,20090305,10,20,22,23,26,33,11,8,32,22,9,11,7,7
09026,20090308,11,15,17,18,20,30,16,32,28,23,33,15,17,10
09027,20090310,02,07,11,16,27,32,06,14,10,11,1,16,12,8
09028,20090312,03,06,12,15,23,26,10,13,16,18,11,10,27,16
09029,20090315,12,13,15,22,23,29,13,20,1,16,32,11,23,8
09030,20090317,08,14,24,26,28,32,07,8,11,32,12,30,31,1
09031,20090319,01,02,03,15,30,33,01,5,27,6,33,18,24,1
09032,20090322,09,11,12,19,27,32,06,18,1,17,24,8,7,12
09033,20090324,07,08,13,14,29,30,06,23,24,8,2,33,20,1
09034,20090326,09,12,18,21,22,26,07,20,26,1,14,4,6,13
09035,20090329,06,15,21,26,29,31,05,24,1,31,3,6,21,12
09036,20090331,06,09,18,23,32,33,07,15,17,8,19,29,11,11
09037,20090402,02,06,15,18,20,31,03,24,5,20,23,25,18,16
09038,20090405,12,13,15,23,28,32,05,3,20,12,4,14,33,10
09039,20090407,05,12,14,15,21,27,03,9,26,31,3,4,19,6
09040,20090409,04,07,10,20,26,30,12,5,2,8,33,6,4,15
09041,20090412,01,08,23,26,28,33,08,8,13,29,14,6,15,12
09042,20090414,08,16,22,23,27,30,11,1,19,32,26,22,23,12
09043,20090416,04,09,10,15,18,26,07,16,1,3,9,15,13,10
09044,20090419,11,14,16,18,26,30,01,16,6,17,18,24,2,14
09045,20090421,03,04,06,23,30,32,01,21,3,19,10,32,26,11
09046,20090423,16,20,21,26,29,30,09,15,12,24,3,5,8,11
09047,20090426,06,08,11,15,21,22,16,7,28,8,33,25,15,7
09048,20090428,03,07,11,15,17,31,01,18,17,15,22,9,4,16
09049,20090430,09,12,14,20,30,31,06,7,20,24,4,11,5,12
09050,20090503,13,21,24,29,30,32,04,9,8,28,16,10,22,8
09051,20090505,06,10,13,16,21,23,07,15,22,20,3,13,14,7
09052,20090507,09,11,15,19,21,30,08,21,12,3,15,14,25,5
09053,20090510,07,12,18,19,22,28,04,3,18,27,30,17,1,7
09054,20090512,16,17,23,26,31,32,11,23,25,30,22,13,16,16
09055,20090514,03,04,18,22,24,29,11,17,6,9,16,19,29,11
09056,20090517,04,09,10,18,29,32,08,15,21,18,20,14,5,13
09057,20090519,05,07,10,14,17,25,11,30,2,24,8,22,27,10
09058,20090521,05,08,10,15,23,26,09,21,32,23,33,4,3,7
09059,20090524,03,07,13,23,27,30,11,13,20,24,33,32,27,4
09060,20090526,07,13,17,26,32,33,04,22,17,25,4,27,2,15
09061,20090528,10,11,13,16,19,30,03,32,27,18,33,28,25,1
09062,20090531,10,19,20,21,23,32,10,23,27,28,12,19,22,3
09063,20090602,02,05,11,26,30,32,16,27,6,29,19,25,14,8
09064,20090604,01,02,14,23,28,29,15,17,24,16,29,22,8,14
09065,20090607,08,12,20,22,30,33,02,31,21,8,29,24,15,14
09066,20090609,02,15,19,24,31,32,04,12,21,10,28,32,17,15
09067,20090611,04,10,16,23,28,30,05,2,13,16,14,28,32,10
09068,20090614,06,11,18,20,25,30,05,13,19,24,12,3,11,4
09069,20090616,03,05,12,18,21,23,02,25,3,33,8,5,6,1
09070,20090618,01,02,09,10,21,31,10,11,26,22,5,30,24,1
09071,20090621,04,05,23,26,31,32,06,11,29,12,6,20,19,2
09072,20090623,01,03,12,20,21,29,04,4,31,27,13,26,33,9
09073,20090625,09,16,17,18,22,27,14,31,21,12,9,25,5,5
09074,20090628,05,10,16,19,23,28,13,27,33,17,23,3,32,5
09075,20090630,01,13,15,17,20,30,05,10,14,7,22,4,30,8
09076,20090702,09,18,19,25,28,31,06,30,28,10,25,26,33,8
09077,20090705,01,09,14,16,28,32,16,24,33,27,29,21,28,9
09078,20090707,05,07,12,14,15,20,13,2,7,31,8,10,26,9
09079,20090709,02,09,16,21,30,31,13,27,19,23,33,20,21,9
09080,20090712,01,11,13,25,32,33,06,12,19,6,13,27,23,10
09081,20090714,04,05,06,25,29,30,03,9,31,2,1,28,29,3
09082,20090716,11,15,18,21,27,29,02,13,5,15,19,18,29,6
09083,20090719,02,08,12,18,24,28,04,14,2,26,20,33,15,12
09084,20090721,04,09,11,20,32,33,13,26,20,13,6,2,16,5
09085,20090723,04,08,12,17,20,30,03,6,7,8,4,32,5,10
09086,20090726,11,12,13,18,23,32,11,12,26,5,30,11,31,2
09087,20090728,06,11,13,20,28,32,06,10,3,8,14,9,30,4
09088,20090730,04,07,11,15,16,17,02,16,3,18,25,29,22,3
09089,20090802,02,03,07,11,19,32,04,21,25,4,32,2,12,13
09090,20090804,07,09,14,20,23,30,14,24,7,19,12,4,20,6
09091,20090806,03,08,11,14,25,29,04,27,4,1,9,8,23,9
09092,20090809,02,06,07,14,18,31,08,18,21,8,25,29,15,8
09093,20090811,01,11,20,31,32,33,01,1,21,13,33,8,29,3
09094,20090813,03,16,22,25,26,33,14,15,23,1,13,17,21,4
09095,20090816,08,09,14,28,31,33,15,23,1,28,19,3,9,9
09096,20090818,01,26,27,31,32,33,03,24,11,26,30,22,27,7
09097,20090820,07,13,24,26,28,32,14,1,33,3,26,27,4,6
09098,20090823,03,14,15,20,23,30,02,27,26,28,15,3,10,3
09099,20090825,08,09,18,20,25,29,09,15,20,22,19,32,5,15
09100,20090827,02,11,17,27,30,33,11,23,33,7,6,4,1,16
09101,20090830,01,02,05,10,19,24,14,27,6,26,24,13,16,7
09102,20090901,03,05,07,08,14,31,10,28,26,17,23,29,22,8
09103,20090903,06,11,17,20,23,24,09,24,17,13,27,25,6,9
09104,20090906,20,22,26,29,30,32,16,28,15,31,3,13,20,15
09105,20090908,02,08,10,16,27,30,15,25,12,19,28,24,16,6
09106,20090910,01,02,15,18,20,29,04,28,13,24,2,12,20,11
09107,20090913,07,08,20,23,28,29,05,33,4,9,11,13,14,8
09108,20090915,04,10,17,28,32,33,02,22,10,8,3,20,33,6
09109,20090917,05,06,07,14,25,28,01,21,4,29,27,33,30,5
09110,20090920,04,10,13,15,19,30,14,1,32,2,22,11,26,10
09111,20090922,02,04,07,14,15,25,15,26,22,14,33,27,28,12
09112,20090924,06,07,18,24,30,32,09,24,20,19,21,18,14,2
09113,20090927,04,12,20,25,28,29,16,28,3,5,10,33,21,12
09114,20090929,03,05,11,12,31,32,11,7,23,24,6,33,12,12
09115,20091001,02,09,13,15,19,24,03,25,9,32,20,10,28,10
09116,20091004,05,17,21,25,27,32,14,31,14,17,25,22,7,5
09117,20091006,05,09,15,21,26,31,13,27,13,24,20,32,33,9
09118,20091008,12,16,25,26,27,31,05,24,33,13,14,20,32,15
09119,20091011,06,07,10,12,15,21,05,26,30,3,28,7,20,5
09120,20091013,01,02,08,12,16,30,16,21,29,8,18,30,9,12
09121,20091015,02,04,06,10,25,30,09,30,25,17,3,31,14,6
09122,20091018,07,14,16,27,29,32,01,5,30,4,33,15,23,6
09123,20091020,09,13,20,22,25,28,14,10,24,18,32,4,16,12
09124,20091022,03,04,22,23,28,30,10,8,29,6,1,15,3,4
09125,20091025,06,07,08,22,26,27,12,4,24,19,2,6,27,8
09126,20091027,03,05,06,10,19,23,15,1,25,32,28,15,14,12
09127,20091029,02,11,12,14,15,16,04,23,25,32,28,31,29,12
09128,20091101,05,08,15,16,26,32,01,30,18,31,2,14,24,6
09129,20091103,06,07,16,17,24,25,07,19,27,6,29,4,18,15
09130,20091105,02,03,07,12,13,30,11,26,23,25,10,5,13,4
09131,20091108,16,23,25,26,32,33,05,25,33,31,20,26,1,10
09132,20091110,04,14,15,21,23,30,07,14,20,21,4,3,33,16
09133,20091112,05,09,13,18,20,32,01,22,17,11,25,29,32,1
09134,20091115,03,05,12,15,28,33,06,30,31,17,19,7,18,6
09135,20091117,01,03,14,19,30,33,16,24,11,25,29,3,27,2
09136,20091119,01,04,14,22,30,33,01,14,28,11,12,4,22,10
09137,20091122,08,12,14,15,17,21,01,16,12,31,1,27,11,11
09138,20091124,04,07,14,26,32,33,14,4,19,32,6,14,13,14
09139,20091126,01,05,15,17,27,29,02,9,27,18,4,15,2,12
09140,20091129,04,05,11,18,22,33,12,1,3,15,31,8,12,16
09141,20091201,02,13,21,28,29,31,09,32,17,6,9,5,13,1
09142,20091203,07,11,15,19,20,24,13,20,28,6,8,3,11,5
09143,20091206,05,09,11,17,23,28,10,1,13,28,10,24,6,14
09144,20091208,01,05,10,17,18,29,12,26,22,29,27,10,4,14
09145,20091210,03,05,11,15,26,33,11,26,15,29,11,27,24,13
09146,20091213,03,09,16,20,22,33,15,6,31,2,17,21,32,6
09147,20091215,06,08,10,18,22,32,16,19,7,9,30,13,11,15
09148,20091217,06,12,15,22,29,32,10,10,6,23,16,22,20,12
09149,20091220,01,03,16,18,22,29,04,30,7,17,19,2,6,13
09150,20091222,04,06,07,16,19,20,04,22,10,20,3,25,27,12
09151,20091224,06,08,10,16,25,30,14,11,25,5,14,16,7,6
09152,20091227,03,04,19,21,27,28,05,24,2,12,28,4,20,14
09153,20091229,06,07,08,20,21,25,10,22,33,8,4,7,14,6
09154,20091231,01,07,12,14,18,25,16,14,3,29,12,13,26,16
10001,20100103,07,17,18,27,29,32,13,27,33,3,31,28,22,13
10002,20100105,03,06,07,23,30,33,13,31,25,33,19,27,14,3
10003,20100107,14,22,26,27,28,31,04,7,20,12,14,11,30,10
10004,20100110,01,12,13,16,23,28,07,9,19,6,8,22,4,16
10005,20100112,03,05,06,08,17,18,14,9,10,4,21,17,23,13
10006,20100114,03,05,07,13,14,18,05,29,6,11,30,22,18,9
10007,20100117,14,22,27,28,30,33,14,10,24,15,1,33,5,3
10008,20100119,05,07,13,15,18,30,14,29,9,3,24,22,28,10
10009,20100121,01,09,13,21,24,32,06,30,25,5,6,17,15,14
10010,20100124,07,08,12,15,22,26,08,5,7,6,20,3,23,1
10011,20100126,07,08,14,22,24,30,07,16,18,21,12,6,5,2
10012,20100128,02,08,13,14,25,33,10,27,13,7,5,28,26,15
10013,20100131,01,02,03,16,18,23,12,11,24,8,17,19,3,8
10014,20100202,01,03,07,14,26,28,02,32,17,7,30,5,29,13
10015,20100204,01,04,16,21,23,28,06,31,29,4,11,26,9,15
10016,20100207,02,08,10,12,30,33,16,15,8,1,25,2,26,5
10017,20100209,01,03,06,11,12,23,11,28,13,33,19,4,23,3
10018,20100211,11,28,29,30,32,33,02,8,9,28,22,6,32,5
10019,20100221,02,10,22,24,26,27,06,32,15,6,4,30,23,9
10020,20100223,05,06,14,22,24,26,09,8,13,1,15,18,33,16
10021,20100225,02,09,16,17,19,25,04,28,18,27,26,23,30,15
10022,20100228,01,02,18,29,31,32,02,28,4,10,23,17,13,14
10023,20100302,02,09,11,22,24,27,11,3,32,29,33,6,21,16
10024,20100304,07,16,26,27,29,31,14,1,9,17,14,24,4,2
10025,20100307,04,05,07,10,13,25,11,6,16,30,29,25,28,6
10026,20100309,02,04,05,08,19,22,12,21,29,2,30,9,6,13
10027,20100311,03,04,15,25,26,30,13,8,20,4,5,28,3,7
10028,20100314,01,03,06,12,16,32,12,27,7,4,12,8,32,7
10029,20100316,01,05,14,16,17,22,03,26,8,5,6,24,18,13
10030,20100318,03,06,10,16,25,31,05,28,9,33,17,12,24,6
10031,20100321,05,07,13,24,25,28,04,11,2,7,6,12,19,2
10032,20100323,08,18,21,28,29,33,08,10,23,29,14,7,28,2
10033,20100325,08,10,11,12,25,29,09,23,12,10,20,31,22,15
10034,20100328,06,11,13,22,25,32,12,5,6,16,23,14,24,4
10035,20100330,09,10,11,18,19,21,10,22,8,16,13,24,9,11
10036,20100401,06,13,14,28,29,30,08,17,8,23,2,16,15,12
10037,20100404,03,16,19,21,24,26,06,18,29,7,17,32,28,6
10038,20100406,01,06,07,11,13,16,01,6,15,10,31,17,1,6
10039,20100408,08,17,21,23,25,32,12,8,10,30,11,18,32,14
10040,20100411,12,19,24,25,30,32,11,24,22,33,32,13,15,5
10041,20100413,03,05,13,19,25,29,12,1,15,20,22,25,3,16
10042,20100415,03,06,11,20,31,32,10,26,11,28,15,18,14,6
10043,20100418,04,10,19,22,28,33,04,7,22,12,17,33,29,3
10044,20100420,03,09,21,23,27,31,05,29,13,28,9,12,18,3
10045,20100422,02,03,04,13,20,29,01,17,31,16,6,3,30,6
10046,20100425,11,12,21,23,27,32,05,24,16,29,14,18,17,6
10047,20100427,03,10,13,20,21,32,15,11,14,30,19,8,28,4
10048,20100429,01,06,08,10,23,33,02,17,3,26,32,4,11,6
10049,20100502,01,06,10,26,27,28,02,17,2,1,19,5,4,4
10050,20100504,07,21,22,26,28,30,11,12,6,16,33,9,31,6
10051,20100506,04,17,23,27,28,32,03,8,32,20,17,9,18,9
10052,20100509,01,02,19,23,27,29,10,27,3,32,28,1,10,1
10053,20100511,03,22,24,27,28,30,14,19,33,2,20,10,22,3
10054,20100513,01,06,08,12,14,25,06,16,33,21,13,19,11,8
10055,20100516,02,03,13,19,20,23,08,23,31,1,15,6,17,7
10056,20100518,01,02,03,08,13,32,07,19,1,26,15,14,13,5
10057,20100520,05,11,12,19,25,32,05,25,11,6,31,30,33,3
10058,20100523,01,04,11,17,19,29,12,9,32,13,5,11,25,7
10059,20100525,01,09,11,12,18,30,10,15,17,14,30,2,28,11
10060,20100527,01,08,15,18,22,27,09,9,28,18,33,12,26,8
10061,20100530,02,04,16,19,22,26,12,31,4,15,30,24,8,5
10062,20100601,11,13,15,20,31,33,03,1,18,6,14,16,5,7
10063,20100603,02,06,10,17,23,24,03,25,10,27,26,4,11,6
10064,20100606,08,14,25,26,30,31,11,5,24,32,14,6,19,15
10065,20100608,02,07,08,17,30,32,12,19,24,10,9,11,12,5
10066,20100610,01,03,21,22,31,32,07,22,17,15,30,33,31,8
10067,20100613,01,07,10,14,21,25,01,5,24,14,21,3,15,5
10068,20100615,03,13,18,20,23,28,13,24,27,20,21,25,7,14
10069,20100617,12,14,20,22,24,32,11,26,3,9,12,8,15,9
10070,20100620,08,13,23,27,31,33,07,20,23,8,29,33,24,11
10071,20100622,05,13,14,17,20,26,01,7,21,23,1,25,9,9
10072,20100624,06,08,22,23,30,31,01,21,1,32,4,5,20,2
10073,20100627,01,16,20,23,27,31,02,12,1,8,33,28,14,16
10074,20100629,02,10,17,18,19,29,15,29,15,21,19,16,10,16
10075,20100701,05,09,12,13,15,22,14,30,11,27,9,33,25,11
10076,20100704,01,12,14,29,31,32,15,12,24,32,25,8,16,9
10077,20100706,02,08,14,20,21,24,09,14,31,32,24,33,15,11
10078,20100708,01,03,09,11,17,23,12,27,18,33,29,9,23,3
10079,20100711,08,11,12,14,18,22,02,25,8,16,6,1,23,1
10080,20100713,08,10,13,14,16,23,16,19,13,1,6,4,5,9
10081,20100715,02,03,09,24,26,27,05,4,24,25,10,13,23,5
10082,20100718,01,08,13,14,27,31,02,21,26,27,25,3,24,4
10083,20100720,02,20,21,22,23,31,12,9,10,8,32,28,17,16
10084,20100722,02,10,14,18,20,30,03,29,4,22,28,17,11,8
10085,20100725,01,08,12,13,24,27,08,24,8,12,20,6,18,10
10086,20100727,05,21,28,29,30,31,08,32,29,4,9,30,13,10
10087,20100729,01,08,16,17,25,30,10,26,27,23,31,3,1,9
10088,20100801,05,06,15,23,27,30,12,25,10,21,8,13,17,15
10089,20100803,07,08,09,16,23,26,01,16,14,13,7,21,15,6
10090,20100805,01,06,10,15,25,31,14,23,27,19,12,3,5,3
10091,20100808,06,13,16,20,22,24,16,22,2,8,21,33,14,1
10092,20100810,03,13,19,27,28,30,02,14,30,11,8,13,10,4
10093,20100812,09,10,19,28,32,33,06,23,18,14,21,28,8,1
10094,20100815,03,05,07,27,31,32,10,1,23,20,28,18,2,2
10095,20100817,09,11,16,17,25,27,14,19,11,14,5,17,29,7
10096,20100819,07,12,21,23,24,28,03,24,29,32,1,20,2,4
10097,20100822,10,16,18,21,24,26,01,29,24,16,32,28,25,6
10098,20100824,01,03,08,16,29,33,07,22,15,33,14,2,8,5
10099,20100826,03,04,17,24,27,30,06,31,5,24,26,29,9,8
10100,20100829,01,06,12,22,23,26,08,13,6,17,16,18,29,8
10101,20100831,04,09,18,21,25,26,06,4,22,33,12,11,8,2
10102,20100902,04,11,16,20,22,29,10,14,22,6,13,23,2,2
10103,20100905,06,09,14,17,20,33,09,24,31,8,25,19,27,1
10104,20100907,07,17,23,24,27,32,02,29,4,15,3,27,18,3
10105,20100909,01,08,09,19,21,31,11,20,31,2,19,28,22,9
10106,20100912,02,06,08,15,26,29,16,25,33,15,14,24,2,5
10107,20100914,08,12,15,17,22,33,16,25,12,14,2,7,18,3
10108,20100916,02,04,08,20,23,24,07,6,17,4,23,25,30,1
10109,20100919,04,15,18,25,29,32,15,27,1,12,17,23,29,1
10110,20100921,01,03,12,24,26,27,01,16,4,8,15,3,5,2
10111,20100923,04,07,08,13,17,18,10,33,21,27,5,30,8,10
10112,20100926,01,08,18,24,29,30,16,21,3,23,6,16,17,15
10113,20100928,05,10,15,18,20,28,10,23,11,7,8,29,25,3
10114,20100930,01,08,11,15,17,25,01,18,25,13,23,22,11,12
10115,20101003,01,22,24,25,29,33,15,5,16,24,11,22,28,5
10116,20101005,05,09,10,20,22,26,07,21,18,4,14,12,2,15
10117,20101007,01,08,20,22,24,28,01,26,27,23,13,11,4,13
10118,20101010,05,08,11,13,15,25,05,20,3,32,22,10,12,3
10119,20101012,07,17,25,27,30,31,09,5,18,20,9,21,1,5
10120,20101014,01,02,05,06,10,29,16,16,21,27,24,15,12,6
10121,20101017,08,11,13,18,25,30,15,30,15,8,1,6,18,4
10122,20101019,02,09,12,16,25,27,06,19,33,14,32,31,6,6
10123,20101021,06,12,15,18,29,32,10,2,28,4,16,30,19,7
10124,20101024,02,06,08,11,12,25,02,18,3,27,25,2,23,10
10125,20101026,06,07,13,23,28,29,09,30,25,6,13,32,26,6
10126,20101028,03,13,18,20,27,28,05,25,20,13,22,1,21,12
10127,20101031,01,04,08,17,25,33,01,28,30,27,18,13,11,15
10128,20101102,04,11,19,20,24,28,12,11,13,4,20,15,3,16
10129,20101104,04,08,14,25,28,32,16,9,30,19,10,24,27,12
10130,20101107,01,02,07,15,21,31,16,33,23,30,20,8,28,16
10131,20101109,05,06,15,16,19,26,06,16,18,22,31,2,27,6
10132,20101111,02,10,12,18,24,33,15,32,24,2,21,4,12,15
10133,20101114,03,09,17,21,26,32,01,33,20,21,8,30,25,3
10134,20101116,09,15,16,22,27,28,06,26,21,16,15,29,24,1
10135,20101118,04,10,13,25,26,30,10,28,15,21,2,8,30,1
10136,20101121,04,10,23,24,26,33,10,8,30,10,31,12,21,7
10137,20101123,07,09,10,13,19,33,06,33,27,30,18,16,29,3
10138,20101125,01,21,23,24,26,30,05,17,25,3,30,20,28,2
10139,20101128,11,13,18,20,26,31,09,28,29,18,12,19,11,12
10140,20101130,01,12,13,18,26,29,15,6,26,31,10,23,8,8
10141,20101202,02,03,07,18,23,27,06,19,2,25,31,16,7,15
10142,20101205,02,16,18,23,26,27,10,8,19,23,18,17,5,7
10143,20101207,09,16,18,26,30,31,14,13,18,22,25,20,10,16
10144,20101209,02,03,08,15,19,21,11,27,23,10,7,20,2,6
10145,20101212,03,21,24,27,28,31,08,9,5,27,24,23,19,6
10146,20101214,01,17,18,22,25,32,01,33,24,10,26,22,1,1
10147,20101216,02,08,15,18,24,30,03,14,16,30,2,31,29,3
10148,20101219,01,03,07,18,23,27,12,1,24,11,9,20,14,11
10149,20101221,02,07,08,16,25,30,09,9,3,28,6,5,32,4
10150,20101223,02,17,18,23,29,30,06,6,22,18,29,7,24,2
10151,20101226,02,13,14,17,19,26,14,21,11,14,25,1,8,14
10152,20101228,04,09,17,21,25,31,01,28,32,24,19,25,16,4
10153,20101230,03,06,12,19,30,31,13,16,18,23,13,10,30,6
11001,20110102,03,09,20,24,26,32,10,1,22,8,31,11,2,1
11002,20110104,06,08,12,17,28,33,05,13,27,11,25,21,10,6
11003,20110106,13,14,21,22,23,27,04,2,12,22,29,14,10,15
11004,20110109,04,06,08,10,13,26,05,6,16,12,30,28,19,12
11005,20110111,06,09,12,14,20,22,13,6,8,27,17,10,33,13
11006,20110113,01,03,05,13,16,18,05,26,13,12,29,24,20,16
11007,20110116,01,09,17,24,26,31,05,8,11,19,22,31,20,6
11008,20110118,10,12,13,17,24,31,15,26,32,33,22,6,25,12
11009,20110120,17,18,23,24,25,26,04,16,31,11,6,27,23,3
11010,20110123,01,04,05,09,15,19,13,10,21,5,31,6,7,8
11011,20110125,01,12,18,19,21,24,10,6,11,13,30,9,20,16
11012,20110127,07,08,11,13,15,26,13,6,18,24,27,32,28,2
11013,20110130,01,03,13,16,21,22,08,12,24,32,1,13,11,6
11014,20110201,05,07,10,11,23,26,16,17,28,13,22,26,6,15
11015,20110210,03,06,13,26,27,29,07,15,33,10,26,13,12,9
11016,20110213,03,04,16,17,22,29,13,28,5,31,17,16,12,15
11017,20110215,02,06,15,23,26,33,08,19,6,5,11,17,21,2
11018,20110217,13,15,18,28,30,33,01,10,12,1,27,29,22,10
11019,20110220,02,04,12,19,32,33,16,33,19,2,30,9,32,5
11020,20110222,12,16,17,19,24,30,05,2,14,20,21,7,16,11
11021,20110224,01,02,14,18,25,31,08,3,18,31,8,10,29,10
11022,20110227,02,07,14,16,17,21,05,1,17,16,11,23,20,7
11023,20110301,02,03,06,21,22,25,05,14,10,17,29,6,26,15
11024,20110303,05,07,10,19,26,31,14,2,21,12,33,29,1,2
11025,20110306,08,25,26,31,32,33,09,14,4,27,6,20,28,9
11026,20110308,07,08,17,19,21,26,12,12,6,7,33,13,3,4
11027,20110310,13,18,21,22,25,26,01,17,10,6,24,20,31,16
11028,20110313,01,04,05,14,16,17,01,22,28,20,12,9,10,13
11029,20110315,01,04,09,10,20,31,07,19,29,14,13,9,2,10
11030,20110317,02,09,19,24,25,33,10,11,30,19,9,21,1,12
11031,20110320,16,17,24,28,29,32,12,9,26,7,14,2,1,15
11032,20110322,03,05,07,13,14,15,15,22,26,1,14,27,33,4
11033,20110324,02,08,12,13,19,29,04,1,17,7,32,14,11,11
11034,20110327,13,14,17,19,24,31,08,15,29,25,20,27,13,6
11035,20110329,13,14,18,20,27,31,02,4,33,27,30,14,32,11
11036,20110331,02,11,20,22,24,31,05,29,3,26,31,13,28,1
11037,20110403,01,03,04,06,17,25,11,6,28,24,27,10,2,9
11038,20110405,02,14,15,19,23,24,12,17,23,12,4,9,22,14
11039,20110407,03,07,10,16,24,29,13,17,20,19,14,11,4,3
11040,20110410,05,11,14,24,26,28,13,10,26,12,22,1,30,2
11041,20110412,04,10,12,13,30,32,13,27,19,1,28,26,32,3
11042,20110414,05,13,15,17,19,21,15,13,24,15,23,26,32,10
11043,20110417,04,13,14,17,25,31,04,1,6,31,19,20,16,6
11044,20110419,03,14,16,26,27,31,09,3,15,20,31,5,30,9
11045,20110421,02,16,17,20,26,32,08,15,2,1,11,12,9,4
11046,20110424,09,17,18,26,29,30,08,29,30,22,31,13,17,1
11047,20110426,04,13,23,25,27,33,14,1,3,15,27,21,18,1
11048,20110428,10,14,18,25,26,27,15,26,19,15,20,3,10,13
11049,20110501,01,11,17,18,27,31,14,10,2,29,26,28,20,1
11050,20110503,04,05,19,22,28,29,15,33,28,21,26,31,4,3
11051,20110505,01,07,11,14,15,16,14,24,15,19,5,14,30,1
11052,20110508,04,05,08,19,27,28,08,20,1,2,13,4,27,2
11053,20110510,03,06,10,12,22,30,15,1,27,13,19,26,20,15
11054,20110512,08,11,16,17,22,33,08,30,7,32,11,14,18,15
11055,20110515,08,13,16,17,29,32,16,15,14,32,6,30,28,1
11056,20110517,13,16,19,20,23,25,10,9,6,15,30,18,24,9
11057,20110519,04,06,20,21,26,33,02,11,13,21,32,18,25,13
